locus,map_chr,map_prop,map_pos,gacu_chr,gacu_prop,gacu_pos,lcal_chr,lcal_prop,lcal_pos,trub_chr,trub_prop,trub_pos,tnig_chr,tnig_prop,tnig_pos,onil_chr,onil_prop,onil_pos,dlab_chr,dlab_prop,dlab_pos,
Dla09,14,0.707,61.04,10,0.514,8055474,3,0.452,10631011,,,,21,0.218,1273772,22,0.518,13673701,,,,
Contig_27966,15,0.102,8.59,,,,,,,,,,,,,,,,,,,
Soc682,7,0.354,28.56,,,,24,0.575,11397624,,,,,,,9,0.494,10361854,18-21,0.490,8067535,
Contig_62783,7,0.223,18.00,,,,24,0.392,7775915,,,,,,,,,,18-21,0.271,4451011,
Contig_24492,20,0.003,0.31,,,,,,,,,,,,,,,,,,,
Contig_22079,16,0.323,32.67,,,,19,0.288,7072634,,,,,,,,,,12,0.290,6744483,
Contig_6560,20,1.000,89.56,,,,,,,,,,7,0.491,5739213,10,0.507,8660848,14,0.454,12884455,
Contig_2974,3,0.968,89.26,,,,,,,,,,,,,,,,,,,
Contig_9756,18,0.229,19.46,,,,17,0.206,5703925,20,0.174,2338778,1,0.495,11383141,23,0.575,11943976,4,0.784,21602371,
Soc1033,24,0.582,48.76,,,,10,0.518,14463193,,,,,,,7,0.815,41604081,6,0.323,9090397,
Contig_34242,10,0.386,34.63,,,,12,0.303,8434545,,,,,,,,,,1A,0.067,1947502,
Contig_22948,14,0.897,77.48,,,,,,,,,,,,,,,,9,0.634,14172325,
Contig_4979,11,0.069,5.18,,,,1,0.279,7173088,,,,,,,,,,15,0.791,20223331,
Contig_6456,3,0.493,45.47,,,,14,0.627,8818026,,,,,,,,,,3,0.811,10912836,
Soc745,1,0.468,43.93,,,,,,,,,,,,,6,0.300,11023479,,,,
Contig_4821,24,0.582,48.76,,,,10,0.717,20023303,,,,,,,7,0.942,48094817,6,0.117,3283646,
Contig_23708,20,0.824,73.78,7,0.430,12007916,20,0.229,5435172,15,0.067,774929,7,0.114,1329839,10,0.075,1284010,14,0.197,5597518,
Dla69,9,0.226,18.81,6,0.815,13918799,16-22,0.565,14610473,4,0.362,4997980,17,0.887,10770905,13,0.821,26910815,11,0.637,16693573,
Soc424,18,0.898,76.25,8,0.327,6339461,17,0.839,23207910,,,,1,0.938,21551179,,,,4,0.140,3865599,
Lcr03,9,0.465,38.63,6,0.585,10001822,16-22,0.372,9606999,4,0.711,9830742,,,,13,0.639,20936649,11,0.443,11613174,
Contig_73761,19,0.293,27.26,,,,13,0.979,26682859,,,,,,,,,,20,0.759,21551011,
Contig_46463,6,0.101,9.22,,,,15,0.910,28014738,,,,,,,11,0.430,14389256,16,0.695,17936439,
Contig_4960,16,0.546,55.17,15,0.385,6243895,19,0.516,12666520,,,,,,,19,0.094,2559945,12,0.531,12347451,
Contig_24293,14,0.363,31.38,,,,,,,,,,,,,,,,,,,
Contig_8037,1,0.011,1.02,,,,,,,,,,,,,,,,,,,
Contig_31276,7,0.745,60.20,,,,24,0.763,15118189,,,,,,,,,,18-21,0.726,11946816,
Contig_24593,9,0.946,78.60,,,,,,,,,,,,,,,,,,,
Contig_29848,16,0.924,93.43,,,,,,,,,,,,,,,,12,0.904,21005748,
Contig_2058,12,0.901,92.54,,,,,,,,,,,,,,,,,,,
Soc529,19,1.000,92.88,,,,,,,,,,,,,,,,,,,
Contig_10030,2,0.444,37.34,1,0.837,23581105,7_2,0.697,9690535,,,,,,,,,,24,0.573,7979510,
Contig_38574,5,0.914,73.98,,,,21,0.962,27587674,,,,,,,,,,13,0.099,2722323,
Contig_50574,17,0.962,81.95,,,,7_1,0.355,8258010,,,,,,,,,,,,,
Contig_88910,12,0.549,56.35,2,0.773,18014265,2,0.696,21167958,,,,,,,1,0.712,22208073,5,0.157,5114170,
Contig_15702,19,0.048,4.47,,,,,,,,,,,,,,,,,,,
Contig_41834,7,0.041,3.31,,,,24,0.214,4239681,,,,,,,16,0.714,24907670,,,,
Contig_22626,14,0.629,54.33,,,,,,,,,,,,,,,,9,0.539,12044004,
Contig_32750,1,0.804,75.55,,,,,,,,,,,,,14,0.351,11990594,11,0.989,25923499,
Contig_6681,14,0.094,8.14,10,0.941,14728802,3,0.912,21440179,,,,,,,,,,9,0.053,1185769,
Contig_72330,23,0.981,72.67,,,,18,0.710,13619919,,,,,,,17,0.421,13371897,,,,
Contig_37515,19,0.455,42.30,,,,,,,,,,,,,,,,7,0.593,16890916,
Soc1059,3,0.823,75.89,,,,15,0.648,19956895,,,,,,,3,0.456,8808152,3,0.600,8069779,
Soc971,23,0.584,43.27,,,,18,0.346,6649510,,,,,,,17,0.691,21953875,x,0.610,10853735,
Contig_26746,11,0.684,51.25,16,0.567,10274962,1,0.713,18331743,1,0.663,15431877,2,0.640,13811220,16,0.465,16222456,15,0.506,12927565,
Contig_13115,11,0.088,6.61,,,,,,,,,,,,,,,,,,,
Soc619,21,0.059,5.90,12,0.270,4972412,6,0.171,4763099,,,,,,,20,0.661,20788359,22-25,0.816,21572192,
Contig_11817,7,0.906,73.15,,,,24,0.964,19101849,,,,,,,,,,,,,
Soc1157,13,0.559,46.06,3,0.088,1480397,4,0.489,12491550,,,,15,0.857,6270808,18,0.424,11096391,10,0.529,12717703,
Contig_30256,11,0.972,72.88,,,,,,,,,,,,,,,,,,,
Contig_78618,18,0.677,57.42,8,0.647,12533725,17,0.518,14322882,20,0.613,8219993,1,0.723,16612885,,,,4,0.479,13195649,
Soc509,1,0.381,35.75,,,,5,0.321,9307775,,,,,,,,,,7,0.864,24600969,
Contig_49444,8,0.096,8.82,,,,,,,,,,,,,,,,,,,
Soc1146,1,0.196,18.44,9,0.092,1868599,5,0.509,14731918,17,0.334,3739258,,,,6,0.505,18539018,7,0.625,17793257,
Contig_41729,18,0.853,72.40,,,,,,,,,,,,,,,,,,,
Contig_30481,10,0.129,11.59,,,,,,,,,,,,,,,,,,,
Contig_1974,11,0.814,61.03,,,,1,0.601,15434867,,,,,,,16,0.389,13584000,15,0.623,15924533,
Soc671,8,0.604,55.68,,,,,,,,,,,,,,,,2,0.514,13466684,
Contig_23554,18,0.787,66.82,,,,,,,,,,,,,,,,,,,
Contig_21092,12,0.907,93.16,2,0.087,2029750,2,0.570,17314753,,,,,,,1,0.870,27137653,5,0.043,1408280,
Soc1091,8,0.952,87.75,,,,8,0.936,24259130,,,,,,,2,0.135,3376123,2,0.770,20197100,
Contig_32096,6,0.786,71.77,,,,15,0.075,2305112,,,,,,,11,0.826,27626871,,,,
Contig_88777,12,0.484,49.71,2,0.126,2928675,2,0.601,18277815,,,,,,,1,0.812,25334544,5,0.076,2487595,
Contig_4126,5,0.651,52.66,,,,21,0.801,22958769,,,,,,,,,,13,0.254,7013336,
Contig_63899,13,0.385,31.75,3,0.834,14005241,4,0.389,9942587,22,0.089,1029006,,,,18,0.531,13923610,10,0.632,15202736,
Contig_49213,16,0.759,76.73,15,0.619,10029019,19,0.708,17368918,,,,,,,19,0.317,8601879,12,0.733,17036894,
Soc1125,1,0.823,77.31,9,0.497,10073558,5,0.938,27178045,17,0.303,3392368,,,,6,0.891,32739625,7,0.184,5249390,
Contig_1949,17,0.063,5.40,,,,,,,,,,,,,,,,20,0.963,27360060,
Contig_32263,21,0.118,11.73,,,,,,,,,,,,,,,,,,,
Contig_10088,20,0.046,4.14,,,,,,,,,,,,,,,,,,,
Contig_64871,4,0.793,74.39,11,0.238,3984208,11,0.737,17158746,5,0.013,163049,,,,4,0.273,7832967,8,0.020,458440,
Contig_14611,24,0.275,23.02,,,,10,0.936,26138436,,,,,,,,,,6,0.940,26497001,
Contig_77944,15,0.925,77.85,,,,23,0.064,1154397,,,,2,0.181,3913638,8,0.140,4134529,,,,
Contig_13052,1,0.344,32.35,9,0.300,6074049,5,0.271,7841474,17,0.650,7266408,18,0.763,8452917,6,0.244,8976201,7,0.815,23199014,
Contig_4689,15,0.165,13.92,,,,,,,,,,,,,,,,,,,
Contig_2757,22,0.125,10.14,,,,,,,,,,,,,,,,19,0.788,18280349,
Contig_10013,24,0.027,2.28,,,,10,0.288,8043794,9,0.797,11096956,,,,,,,6,0.555,15638243,
Contig_1525,17,0.754,64.26,,,,,,,,,,,,,,,,,,,
Contig_14304,6,0.860,78.56,20,0.784,15476952,15,0.162,4983274,7,0.103,1475827,8,0.158,1656682,11,0.971,32470689,16,0.111,2871224,
Contig_25130,24,0.069,5.80,4,0.798,26036859,,,,,,,,,,,,,,,,
Contig_8511,8,0.629,58.00,,,,8,0.202,5235841,14,0.056,685540,1,0.417,9584082,6,0.756,27772968,2,0.560,14687014,
Contig_92314,14,0.094,8.14,,,,,,,,,,,,,,,,,,,
Contig_18930,7,0.606,48.91,21,0.742,8697041,24,0.664,13161795,10,0.595,5425523,,,,9,0.598,12535384,18-21,0.601,9893703,
Contig_15052,10,0.951,85.42,,,,12,0.025,709797,,,,,,,,,,,,,
Contig_4308,12,0.280,28.79,,,,2,0.465,14122538,,,,,,,5,0.135,5065683,5,0.878,28626699,
Contig_27026,14,0.852,73.56,10,0.446,6988066,3,0.627,14740647,,,,,,,22,0.326,8607829,9,0.764,17088693,
Contig_95374,13,0.773,63.71,,,,,,,,,,,,,,,,,,,
Contig_63635,5,0.631,51.08,,,,21,0.812,23278927,,,,,,,,,,,,,
Contig_14121,24,0.355,29.72,,,,10,0.358,9991686,,,,,,,,,,6,0.484,13651033,
Contig_3045,3,0.316,29.10,,,,,,,,,,,,,,,,,,,
Contig_5883,3,0.703,64.82,,,,,,,,,,,,,,,,3,0.518,6964556,
Contig_57461,17,0.680,57.91,18,0.710,11558743,7_1,0.486,11307115,16,0.635,6545610,,,,,,,17,0.510,11685677,
Contig_5374,9,0.806,66.99,,,,16-22,0.019,492434,,,,,,,13,0.341,11168859,11,0.073,1919911,
Contig_94624,13,0.035,2.87,,,,4,0.115,2930710,,,,15,0.123,900529,18,0.928,24321076,10,0.961,23121925,
Contig_12814,19,0.476,44.19,,,,,,,,,,,,,5,0.017,637870,,,,
Contig_39384,16,0.148,14.93,,,,,,,,,,,,,,,,20,0.984,27939064,
Contig_29746,3,0.359,33.11,,,,14,0.955,13440175,,,,,,,,,,14,0.013,363952,
Soc929,19,0.890,82.67,13,0.672,13487886,13,0.589,16033878,21,0.045,676513,,,,12,0.271,9403808,20,0.074,2109753,
Contig_32915,12,0.280,28.79,2,0.851,19824245,2,0.382,11599471,,,,,,,,,,5,0.787,25670434,
Soc1040,4,0.460,43.15,11,0.606,10126880,11,0.456,10621036,,,,3,0.651,10078567,,,,8,0.348,8032357,
Contig_92541,5,0.049,4.00,,,,,,,,,,,,,,,,,,,
Contig_19152,12,0.470,48.29,,,,,,,,,,,,,,,,,,,
Soc689,14,0.897,77.48,,,,,,,,,,,,,,,,,,,
Contig_69466,2,0.497,41.81,,,,,,,,,,,,,,,,,,,
Contig_61369,3,0.486,44.77,,,,,,,,,,,,,,,,,,,
Soc555,13,0.998,82.23,,,,,,,,,,,,,,,,,,,
Contig_49778,1,0.139,13.04,,,,,,,,,,,,,,,,,,,
Contig_8257,13,0.096,7.90,,,,4,0.058,1489455,,,,,,,,,,5,0.898,29280561,
Contig_8081,15,0.645,54.31,5,0.950,11644007,23,0.366,6644817,,,,,,,8,0.345,10168315,1B,0.251,4519669,
Contig_6351,24,0.355,29.72,,,,,,,,,,,,,,,,,,,
Soc850,14,0.575,49.65,,,,3,0.358,8409027,12,0.296,3157457,21,0.540,3151917,22,0.801,21147382,9,0.470,10507709,
Contig_1211,8,0.952,87.75,4,0.038,1255591,,,,,,,,,,2,0.354,8854904,,,,
Contig_19865,11,0.515,38.64,,,,,,,,,,,,,,,,,,,
Soc797,1,0.344,32.35,,,,,,,,,,,,,,,,,,,
Contig_18818,11,0.683,51.20,,,,,,,,,,,,,,,,15,0.484,12385100,
Soc1152,4,0.709,66.48,11,0.323,5398532,11,0.673,15686482,,,,,,,4,0.155,4448132,8,0.138,3185322,
Soc1081,19,0.788,73.21,13,0.542,10879258,13,0.474,12902429,21,0.952,14185023,12,0.139,1756974,12,0.377,13065576,20,0.221,6273979,
Soc412,6,0.341,31.18,20,0.514,10137006,15,0.695,21374998,,,,,,,11,0.169,5667990,16,0.430,11108466,
Contig_26643,1,0.864,81.10,,,,,,,,,,,,,,,,1A,0.173,5026510,
Contig_10122,8,0.838,77.27,,,,,,,,,,,,,,,,14,0.302,8567014,
Soc989,9,0.906,75.31,20,0.861,16994362,15,0.235,7247189,7,0.050,712200,,,,11,0.681,22769908,,,,
Contig_31620,16,0.663,67.04,,,,,,,13,0.199,3373700,,,,,,,,,,
Contig_17190,12,0.030,3.04,,,,,,,,,,,,,,,,,,,
Contig_10605,17,0.838,71.41,,,,,,,,,,,,,,,,,,,
Contig_26225,9,0.566,47.09,6,0.403,6884436,16-22,0.225,5811102,4,0.895,12368513,17,0.314,3807780,13,0.503,16499743,11,0.293,7680216,
Contig_26472,15,0.848,71.37,5,0.554,6784567,23,0.117,2125485,1,0.231,5381606,2,0.223,4806019,8,0.221,6504998,1B,0.066,1182637,
Soc665,11,0.515,38.64,,,,,,,,,,,,,,,,,,,
Contig_56379,22,0.920,74.87,,,,,,,,,,,,,,,,,,,
Contig_29577,15,0.660,55.57,,,,,,,,,,,,,,,,,,,
Contig_89279,11,0.158,11.88,,,,,,,,,,,,,,,,,,,
Contig_18349,19,0.945,87.80,,,,,,,,,,,,,,,,,,,
Contig_36169,24,0.332,27.85,,,,10,0.321,8955097,,,,,,,,,,,,,
Contig_20361,5,0.835,67.58,,,,,,,8,0.160,2351506,,,,,,,7,0.826,23511601,
Contig_23698,13,0.630,51.86,,,,4,0.559,14284005,,,,,,,18,0.342,8953122,10,0.451,10854544,
Contig_35151,3,0.823,75.89,,,,,,,,,,,,,,,,,,,
Contig_12351,16,0.552,55.87,15,0.386,6246912,19,0.517,12670039,2,0.549,6268195,10,0.485,6430528,19,0.094,2563169,12,0.532,12350824,
Contig_28920,7,0.708,57.16,,,,,,,,,,,,,,,,,,,
Contig_4542,18,0.281,23.86,,,,,,,,,,,,,,,,,,,
Contig_9341,18,0.789,66.99,8,0.445,8620271,17,0.713,19740409,,,,,,,17,0.984,31233100,4,0.283,7811135,
Contig_1305,24,0.317,26.60,,,,,,,,,,,,,,,,,,,
Contig_22921,3,0.833,76.85,7,0.355,9915706,14,0.248,3485215,,,,,,,3,0.090,1732432,3,0.271,3643999,
Contig_18951,8,0.000,0,,,,,,,,,,,,,,,,,,,
Contig_7028,4,0.157,14.75,,,,,,,,,,,,,,,,,,,
Contig_39032,11,0.981,73.50,,,,,,,,,,,,,,,,15,0.679,17355837,
Soc694,8,0.857,79.03,,,,8,0.893,23139194,,,,,,,2,0.177,4444173,2,0.831,21790926,
Contig_16536,6,0.357,32.61,20,0.540,10657523,15,0.410,12633106,7,0.847,12120350,8,0.716,7528705,11,0.524,17518249,16,0.404,10425547,
Contig_67859,8,0.884,81.47,,,,8,0.738,19140400,,,,,,,2,0.355,8901473,2,0.991,25971386,
Contig_11668,17,0.772,65.74,,,,,,,,,,,,,,,,,,,
Contig_28082,9,0.802,66.68,,,,,,,,,,,,,,,,,,,
Contig_20658,2,0.889,74.76,,,,7_2,0.229,3192387,,,,,,,,,,24,0.196,2729290,
Contig_7270,14,0.020,1.69,,,,,,,,,,,,,,,,,,,
Contig_39598,5,0.949,76.82,,,,21,0.912,26156552,,,,,,,,,,13,0.157,4350310,
Contig_27692,23,0.349,25.84,4,0.604,19718279,,,,,,,,,,,,,,,,
Contig_12793,8,0.914,84.24,,,,,,,,,,,,,,,,,,,
Soc723,4,0.614,57.58,,,,,,,5,0.418,5093281,,,,,,,,,,
Contig_14220,5,0.526,42.60,1,0.109,3082408,21,0.144,4131138,,,,,,,14,0.343,11729604,13,0.327,9040006,
Contig_2189,5,0.458,37.04,,,,21,0.170,4888447,,,,,,,14,0.316,10807210,13,0.356,9847271,
Soc570,6,0.898,82.00,,,,15,0.022,681591,,,,,,,11,0.884,29562332,,,,
Contig_72831,22,0.098,8.00,,,,9,0.238,5473018,,,,,,,7,0.546,27872542,19,0.848,19665933,
Contig_1657,1,0.085,7.97,,,,,,,,,,,,,,,,,,,
Contig_9819,24,0.833,69.82,,,,,,,,,,,,,,,,,,,
Soc678,7,0.726,58.61,,,,,,,,,,,,,,,,18-21,0.748,12306652,
Soc543,21,0.037,3.69,,,,6,0.084,2357654,,,,,,,20,0.584,18382789,22-25,0.930,24586626,
Contig_2997,17,0.063,5.40,,,,,,,,,,,,,,,,17,0.082,1877232,
Contig_16052,3,0.486,44.77,,,,14,0.651,9167623,,,,,,,3,0.625,12085775,3,0.839,11280329,
Contig_7814,23,0.964,71.41,,,,,,,,,,,,,,,,x,0.961,17081755,
Contig_931,4,0.931,87.32,,,,11,0.072,1668619,,,,,,,4,0.860,24673184,8,0.734,16930901,
Contig_18429,16,0.124,12.57,,,,,,,,,,,,,,,,,,,
Contig_36998,12,0.591,60.64,2,0.708,16494515,2,0.754,22924648,13,0.371,6283517,5,0.117,1568236,1,0.653,20361050,5,0.211,6891872,
Contig_57225,16,0.053,5.37,,,,,,,,,,,,,,,,,,,
Soc766,13,0.119,9.84,,,,,,,,,,,,,,,,,,,
Contig_4079,8,0.753,69.43,,,,,,,,,,,,,,,,7,0.016,443001,
Contig_63599,4,0.144,13.48,,,,11,0.934,21750354,5,0.050,613895,,,,4,0.490,14047596,8,0.962,22186731,
Soc813,7,0.726,58.61,,,,24,0.973,19274028,,,,,,,,,,,,,
Soc1071,20,0.318,28.49,,,,20,0.710,16856720,15,0.530,6098351,7,0.768,8975745,,,,14,0.758,21515995,
Contig_40869,13,0.766,63.09,,,,4,0.652,16659024,,,,,,,,,,10,0.350,8427894,
Contig_13501,20,0.046,4.14,7,0.744,20774072,,,,15,0.988,11382648,7,0.329,3841695,10,0.713,12186934,14,0.565,16045300,
Contig_27674,9,0.744,61.88,,,,16-22,0.046,1198317,,,,,,,,,,11,0.102,2686012,
Contig_21058,14,0.735,63.50,10,0.486,7610448,3,0.473,11118124,,,,,,,22,0.498,13142556,9,0.595,13302471,
Contig_39819,1,1.000,93.91,9,0.578,11708195,5,0.863,24985607,17,0.048,540635,,,,6,0.809,29705517,7,0.263,7481234,
Contig_45744,11,0.000,0,,,,,,,,,,,,,,,,,,,
Contig_44120,14,0.643,55.50,10,0.552,8644981,3,0.420,9867156,12,0.092,977750,,,,22,0.552,14572613,9,0.536,11977895,
Contig_9460,12,0.256,26.23,2,0.833,19401023,2,0.296,9008952,13,0.595,10082268,5,0.819,10970583,,,,5,0.702,22908818,
Soc506,23,0.291,21.57,,,,18,0.197,3789164,,,,,,,17,0.888,28184959,x,0.389,6915085,
Soc653,1,0.048,4.50,,,,5,0.624,18080452,,,,,,,,,,7,0.508,14468060,
Contig_5365,1,0.651,61.09,,,,,,,,,,,,,,,,,,,
Contig_45139,10,0.457,41.04,17,0.338,4930860,9,0.196,4500848,19,0.539,7645079,11,0.324,3871191,5,0.849,31756297,1A,0.728,21128129,
Contig_20030,3,0.514,47.35,7,0.138,3867881,,,,8,0.868,12748364,20,0.239,906848,3,0.603,11645290,3,0.813,10938451,
Contig_16218,18,0.973,82.57,8,0.340,6590196,17,0.821,22715386,,,,,,,,,,4,0.175,4824041,
Contig_1132,5,0.941,76.15,,,,21,0.027,786063,,,,,,,,,,,,,
Contig_91244,19,0.159,14.75,13,0.961,19300789,,,,21,0.799,11902686,,,,12,0.941,32627398,20,0.649,18440449,
Contig_52966,20,0.852,76.31,,,,,,,,,,,,,,,,14,0.146,4139417,
Contig_30909,1,0.014,1.35,,,,,,,,,,,,,,,,,,,
Contig_22414,7,0.852,68.80,,,,24,0.929,18402761,,,,,,,,,,18-21,0.951,15650736,
Contig_32211,7,0.852,68.80,,,,,,,,,,,,,,,,18-21,0.860,14151516,
Contig_57674,10,0.915,82.19,12,0.027,502554,6,0.620,17302835,3,0.722,9448788,,,,20,0.436,13718696,22-25,0.339,8975000,
Contig_47425,11,0.990,74.22,,,,,,,,,,18,0.570,6310063,,,,,,,
Contig_49316,6,0.920,84.05,,,,,,,,,,,,,,,,,,,
Contig_2626,8,0.232,21.42,4,0.196,6393883,8,0.627,16243616,,,,1,0.405,9296194,2,0.509,12751312,2,0.171,4472129,
Contig_5685,5,0.789,63.84,8,0.411,7968877,1,0.934,23997943,,,,,,,,,,,,,
Contig_15353,4,0.123,11.56,,,,11,0.965,22489189,5,0.239,2911759,,,,4,0.464,13294439,8,0.993,22916586,
Contig_27486,7,0.936,75.60,,,,,,,,,,,,,,,,,,,
Contig_98024,1,0.886,83.20,,,,5,0.962,27867958,,,,,,,6,0.929,34117608,7,0.158,4497783,
Contig_36977,1,0.768,72.09,,,,,,,,,,,,,,,,,,,
Contig_5848,9,0.277,23.02,6,0.773,13212570,16-22,0.527,13615674,,,,,,,,,,11,0.599,15710326,
Contig_32386,12,0.259,26.61,2,0.847,19732408,2,0.386,11723017,13,0.507,8598076,,,,,,,5,0.791,25805711,
Soc804,4,0.360,33.76,11,0.805,13443849,11,0.326,7597260,5,0.718,8751009,3,0.773,11978484,4,0.610,17488478,8,0.479,11041510,
Contig_83140,15,0.437,36.80,,,,23,0.640,11634261,1,0.163,3786022,,,,8,0.591,17402663,1B,0.542,9746870,
Contig_20168,12,0.868,89.16,,,,,,,,,,,,,,,,,,,
Contig_41810,20,0.627,56.14,,,,,,,,,,,,,,,,,,,
Contig_28268,9,0.036,2.98,,,,21,0.511,14668051,,,,,,,,,,,,,
Contig_9735,3,0.823,75.89,,,,14,0.225,3168811,,,,,,,,,,3,0.248,3330023,
Contig_18501,1,0.381,35.75,,,,,,,,,,,,,,,,,,,
Contig_12856,10,0.578,51.89,,,,12,0.828,23065365,19,0.367,5211338,11,0.559,6682386,5,0.517,19313826,1A,0.578,16786853,
Contig_42884,1,0.757,71.10,,,,,,,,,,,,,,,,,,,
Contig_26057,5,0.105,8.46,1,0.405,11410025,21,0.542,15547299,11,0.548,6160293,16,0.344,3104859,14,0.580,19827875,13,0.735,20313110,
Contig_85279,15,0.870,73.27,,,,20,0.030,718952,,,,,,,,,,13,0.646,17845651,
Contig_19340,7,0.335,27.07,,,,24,0.516,10224333,,,,6,0.372,2612413,9,0.432,9046246,18-21,0.417,6853887,
Contig_15127,15,0.395,33.30,5,0.664,8140249,23,0.592,10762605,1,0.193,4497003,,,,8,0.555,16338307,1B,0.491,8828016,
Contig_53440,7,0.080,6.48,,,,24,0.225,4460639,,,,,,,,,,,,,
Contig_2042,9,0.091,7.55,,,,16-22,0.664,17169147,,,,,,,,,,11,0.733,19227225,
Contig_37743,24,0.141,11.79,19,0.037,758024,10,0.896,25043672,,,,,,,7,0.082,4205992,6,0.901,25389391,
Contig_1905,17,0.716,61.00,,,,7_1,0.190,4420943,,,,,,,,,,,,,
Contig_27183,9,0.668,55.53,,,,16-22,0.175,4533789,,,,,,,13,0.455,14922563,11,0.242,6338007,
Soc1139,16,0.552,55.87,15,0.355,5753450,19,0.489,11987375,2,0.584,6662851,10,0.459,6088105,19,0.065,1768393,12,0.502,11658825,
Contig_33947,9,0.973,80.87,,,,,,,,,,,,,,,,,,,
Contig_8867,5,0.161,13.04,,,,21,0.389,11144436,,,,,,,,,,13,0.588,16229509,
Soc994,16,0.915,92.58,,,,19,0.873,21404218,,,,,,,19,0.772,20964766,12,0.909,21123737,
Contig_2985,7,0.778,62.81,18,0.258,4200867,,,,,,,,,,,,,,,,
Contig_7066,4,0.237,22.22,11,0.438,7310059,11,0.157,3659344,,,,,,,4,0.771,22103612,8,0.628,14489731,
Soc598,14,0.094,8.14,,,,3,0.911,21419615,,,,,,,,,,9,0.052,1161979,
Contig_8793,22,0.758,61.68,,,,,,,,,,4,0.505,4990115,,,,19,0.300,6964561,
Contig_15121,9,0.335,27.88,,,,,,,,,,,,,,,,4,0.319,8787265,
Contig_9705,10,0.887,79.59,,,,,,,,,,,,,,,,,,,
Contig_11990,24,0.930,77.94,,,,10,0.188,5248983,,,,,,,,,,6,0.661,18623582,
Contig_40577,20,0.580,51.91,,,,,,,,,,,,,,,,,,,
Contig_12574,7,0.852,68.80,,,,,,,,,,,,,,,,,,,
Contig_167,16,0.584,59.06,15,0.420,6805497,19,0.542,13292470,,,,,,,19,0.118,3208208,12,0.559,12988629,
Soc668,18,0.075,6.38,,,,,,,,,,,,,,,,,,,
Contig_101140,19,0.784,72.85,,,,,,,,,,,,,,,,,,,
Contig_42432,6,0.207,18.92,,,,15,0.867,26689511,,,,,,,,,,16,0.641,16540629,
Contig_65091,18,0.155,13.14,,,,21,0.511,14667972,,,,,,,,,,,,,
Contig_2354,8,0.518,47.77,,,,,,,,,,,,,,,,,,,
Contig_26817,23,0.245,18.17,,,,18,0.219,4197580,,,,,,,17,0.906,28768905,x,0.363,6453152,
Contig_4773,10,0.419,37.60,,,,,,,,,,,,,,,,1A,0.446,12942794,
Contig_23825,17,0.892,76.02,,,,,,,,,,,,,,,,17,0.878,20095939,
Contig_15868,13,0.862,71.01,,,,4,0.726,18552980,,,,,,,,,,10,0.272,6535062,
Contig_9029,19,0.168,15.58,13,0.942,18916628,13,0.894,24352027,21,0.824,12284476,12,0.291,3678890,12,0.916,31752513,20,0.675,19173529,
Contig_5672,20,0.838,75.04,,,,,,,,,,,,,,,,,,,
Contig_44490,8,0.728,67.09,,,,8,0.160,4153025,,,,,,,,,,2,0.605,15867144,
Soc615,7,0.949,76.67,,,,,,,,,,,,,,,,,,,
Soc715,14,0.660,57.02,,,,,,,,,,,,,,,,,,,
Dla53,7,1.000,80.77,,,,24,0.976,19327851,10,0.964,8794315,,,,,,,,,,
Soc832,21,0.445,44.35,,,,6,0.479,13382683,,,,,,,,,,22-25,0.479,12671465,
Contig_47389,16,0.410,41.42,,,,,,,,,,,,,,,,,,,
Soc705,17,0.996,84.82,,,,7_1,0.247,5745306,,,,,,,15,0.127,3396135,17,0.552,12638643,
Contig_64508,20,0.508,45.53,7,0.997,27842567,,,,15,0.326,3758328,7,0.983,11497736,17,0.280,8878433,,,,
Contig_26989,16,0.934,94.45,,,,,,,,,,,,,,,,,,,
Contig_77451,1,0.319,29.96,9,0.243,4913124,5,0.334,9673259,,,,,,,6,0.307,11263820,7,0.878,25001678,
Contig_5422,8,0.093,8.55,,,,,,,,,,,,,2,0.264,6614317,2,0.907,23770218,
Contig_75876,9,0.044,3.68,,,,,,,,,,,,,,,,,,,
Contig_14438,8,0.093,8.55,,,,7_2,0.240,3342811,,,,,,,,,,,,,
Contig_29464,15,0.887,74.67,,,,,,,,,,,,,,,,,,,
Contig_44858,5,0.789,63.84,,,,21,0.880,25247788,,,,16,0.907,8194881,14,0.064,2181795,13,0.173,4768026,
Contig_15461,16,0.934,94.45,,,,,,,,,,,,,,,,,,,
Contig_77228,13,0.146,12.05,,,,,,,,,,,,,,,,,,,
Contig_8901,23,0.606,44.86,4,0.910,29710820,18,0.365,6997563,,,,19,0.394,2863981,17,0.678,21520544,x,0.631,11217897,
Contig_1096,11,0.929,69.67,,,,,,,,,,16,0.749,6768393,,,,,,,
Contig_64439,14,0.357,30.85,,,,,,,,,,,,,,,,16,0.318,8219565,
Contig_10875,7,0.942,76.05,,,,,,,,,,,,,,,,,,,
Contig_4075,15,0.822,69.18,,,,23,0.139,2517276,,,,,,,,,,1B,0.091,1644200,
Contig_66113,21,0.037,3.69,,,,6,0.088,2449610,,,,,,,,,,,,,
Contig_6389,5,0.666,53.91,,,,,,,,,,,,,,,,,,,
Contig_34953,16,0.909,91.96,,,,19,0.886,21738337,,,,,,,19,0.787,21363396,12,0.925,21492809,
Contig_30032,7,0.606,48.91,21,0.731,8565955,24,0.656,12988007,10,0.582,5310992,6,0.647,4545566,9,0.588,12325328,18-21,0.590,9712708,
